year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004, -834.2, 60.38,17.955,81.475,0,369, 813,3.30, 972,3.20, 834,4.30, 857,5.09,31.8,58.0,47.5,58.0,32.8,59.0,30.6,59.0
2004,-1266.4, 36.86,29.581,70.357,0,242, 772,4.08, 923,4.00, 780,5.08, 793,5.80,24.8,58.0,39.9,58.0,24.4,59.0,21.0,59.0
2004, -816.6, 60.04,59.507,39.833,0,350, 796,3.50, 953,3.50, 809,4.50, 827,5.30,29.4,58.0,45.0,58.0,29.6,59.0,26.7,59.0
2004, -902.4, 55.86,34.273,65.526,0,338, 794,3.53, 951,3.50, 807,4.55, 824,5.30,29.1,58.0,44.6,58.0,29.3,59.0,26.3,59.0
2004, -715.4, 52.84,23.846,75.254,0,337, 794,3.53, 950,3.50, 806,4.55, 823,5.30,29.0,58.0,44.6,58.0,29.2,59.0,26.3,59.0
2004,-1032.4, 62.56,24.611,71.388,0,334, 793,3.57, 950,3.50, 806,4.57, 822,5.30,29.0,58.0,44.5,58.0,29.1,59.0,26.1,59.0
2004,-1626.9, 52.66,18.688,70.669,0,217, 764,4.20, 914,4.20, 771,5.20, 783,5.99,23.6,58.0,38.6,58.0,23.1,60.0,19.5,59.0
2004,-1691.0, 57.48,29.600,59.754,0,214, 764,4.23, 914,4.20, 771,5.23, 783,6.00,23.5,58.0,38.5,58.0,22.9,60.0,19.3,59.0
2004, -901.3, 60.28,14.069,80.447,0,332, 793,3.59, 949,3.50, 805,4.60, 821,5.30,28.9,58.0,44.5,58.0,29.0,59.0,26.0,59.0
2004, -900.4, 50.36,21.204,74.438,0,306, 790,3.60, 944,3.58, 800,4.60, 815,5.38,28.6,58.0,44.0,58.0,28.6,59.0,25.3,59.0
2004,-1138.4, 63.17,55.506,43.992,0,352, 800,3.80, 961,3.71, 797,4.80, 802,5.50,29.0,59.0,45.1,59.0,27.6,60.0,23.3,60.0
